Voter Address,Voting Power,Choice,Total Votes
0x41d99f70fe069E8E16C00D827ff58d53EC43E12E,100000,1,860
0xAc1b80e06f970879BfB8f2b92B59442593f332b6,120000,1,860
0x7d268eB35cbb1921a045Ec24C5a78f61Bac74595,300000,1,860
0xBf592177E1918ABEC7c9D435157b76f52601DdB4,100000,1,860
0xE953BF9d0Eb865181Fc887a78663a8831379D296,20000,1,860
0x7e41D4507B8A36070006066BBd94C8a5814c6EeE,20000,1,860
0x824A482E346674E66cA8C253E54bD9531Bb5bdBe,20000,1,860
0xa2F82e0FCA70e24ca98aC7812CdBb1D660A70C1F,20000,1,860
0x0eEa6283f392EBaA440747a958314F62854b9c54,120000,1,860
0x381351f693Da46e3800897950720C0aC6B89C78A,4000,1,860
0x29211f9b98b0AB9Ce4dB642ee4E90cec05d95A7a,4000,1,860
0x3873F5e82ee3A84284ac6b95b2E3d2D43945aE1A,20000,1,860
0x5d4f320Ce7Cdc29d68843caFdB16140686a27320,4000,1,860
0x7142303E564c0a0c466B51495f12d10c2DBc8B99,20000,1,860
0xdb24C5b3D5e29Cf6e9d623607d0bd1dC1CD15238,4000,1,860
0x28462AC6B9D85d675C7e88252742BbD794720799,4000,1,860
0x3085255A678Ab8Ffa73f2a279EeA547E1b684fAd,20000,1,860
0x4A34CC34Fa9D6051B008fAE665cD67669188dC35,20000,1,860
0x5c2B50161378A460B246a71e9dE1BE20cb1491b9,4000,1,860
0x227ba5CEcD72C261c297015C1114E050B6e50F5F,20000,1,860
0x14c99531C09d72bEE19e762956f577E95ffef918,4000,1,860
0x1AbEf1717803CE81190aFA035a27Bc67F6Df395F,4000,1,860
0x69eE3E2d622c8371bF736F76412eE251a1cF6739,20000,1,860
0x168A9E6D755b79f72215D035a2773b2Ca7EC4daF,4000,1,860
0x3c6E78A279ca78088a939d80968feFfcd517190A,30000,1,860
0xBDe8d3ef66eA8a6c38024615E0117c4d7B3D5cD9,30000,1,860
0xAb6f255DaC71103EA6d57B320EAf0EEc901B05aA,100000,1,860
0x3862903859eA9b1cE6804823bD9ca7a249afEBb3,100000,1,860
0x76024694Ed557264719683b0ceAb8Df1a572262e,100000,1,860
0x242F20589E3AA594d5014A58501f376861984f65,100000,1,860
0x810d3AABbBf8CbCFf5C256f2B0621c4941f8B139,100000,1,860
0x2dC58f7Cb47B5bc558B6b0D80a03a921156BA4FC,130000,1,860
0x93868853553861406fb76B1A1888bEC08C65EF2f,20000,1,860
0xf7590e910E441919097d66104A2c8Ef33A8B9A2d,20000,1,860
0x6344634CDAafE4eA5c1087B7ABaBeF025734ABaA,4000,1,860
0xbf2D8793175228c7632E2dBDA3D7970CaE38157a,4000,1,860
0x0c75B628437079281d17Cc1058Eaf198D20A58E4,4000,1,860
0xB7550aB35a54812ACc1a7e970230Cbb5BbF4a89B,4000,1,860
0xb9012C52F12d943E2fE122a662367a86dddDc97F,4000,1,860
0x109720A88EBE0f1452c94dC3a7146EbD9E5306fd,4000,1,860
0x17dAb33EB5518a7cE98D5AFE8637157003ECB05A,4000,1,860
0xFB75225430204aD36bDa5734D7620845C7490A37,4000,1,860
0xFEC436Ee6D59CcBd59004665Ec28332BF33db1d5,4000,1,860
0xA1a485AE7C3d6a3C1990cC9d2F053977662b576B,4000,1,860
0x7f45A8eebdCc5c89f00bCc4E64D00174EE9FAdb9,4000,1,860
0x737861D5363F9C01833C3462533d8b4a3901604F,20000,1,860
0xFbA0CBeC4286801662d35294E9eeEd59b44D6EaB,20000,1,860
0x063B9048Ce041E2ec4a55CC059bE62d28E2Cf9f5,20000,1,860
0xeB3754FA954aCF7de2bC7D21ad3A9332cD76A4b7,20000,1,860
0x0942beC6bB968339f0f7A3989d1B92CF120f8413,20000,1,860
