Voter Address,Voting Power,Choice,Total Votes
0xA884A2F1A5Ec6C2e499644666a5E6Ef97B988888,330000,1,493
0xd5FAE9a76DE0bF1063eEE5D4AE05Be77cB08E68A,100000,1,493
0xAde52DD05aacDD21C922D2853a5A2A0Fd55A9CFF,100000,1,493
0xc6D1D35ef30E258e9e405ba1FD64bB7442a2DBBF,100000,1,493
0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,130000,2,493
0x327b9dEe1830F8201efa751fd96F7B1aD0b300A1,120000,1,493
0x7977B909D55a53F9c73140f7F611EaF0638238Ed,100000,1,493
0xcEAb59a5BCc4cd218dD1E15f891E85789c83C7e3,30000,1,493
0x12897bCABBDb34a9761562C59eab49B22B59E8b7,100000,1,493
0x07Cc55bA243dbEB5e3C6e5311498f9a7801B982e,100000,1,493
0x5b539E8BdE8d85d5A9Df59dEE21888cB36315d3e,30000,1,493
0xb2767a14CABD82D7AdE23F4e810a718C64acEB7f,100000,1,493
0xEd24226381F5144562f0F50C69b7AbBAf5a2F093,100000,1,493
0x8036CD88376FAc53D5583E4e2e1129B2BD4130E8,100000,1,493
0x996340C05889BF55cADb6294D0aeF48344b064D3,100000,1,493
0x4AeF8B6CA98cA20087E6b0827a50868172A32AFd,30000,1,493
0x787c8bE38E968Bd0b41eaAbe0b69d1c32ea09262,30000,1,493
0x119383B0051e920D6161cEe971247D625B8D69Cb,6000,1,493
0x9Ba6baA919BAc9Acd901dF3Bfde848FE006D3caE,4000,1,493
0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,6000,1,493
0xf7b6730eC33423b67a63fBeCb754Ba9781483A90,100000,1,493
0xEeD8403B6513c80Bfcedeb8b616796e4b91D1a0b,100000,1,493
0xc4D0EE5b642D3B429C58CC4D10BDCd92312ac180,100000,1,493
0x2EeAb694B866120FEe008620D92e4474de17d418,200000,1,493
0x9bdfE468ED0d21ce9290e4b84575208e36ac0609,30000,1,493
0x882668c887286d3dD0EB894A78Eb92798484978d,130000,1,493
0x6Eed730b720d74c26357EC75fBE9bcBacE22A45c,30000,1,493
0x66e9BB4c18b0FAA5EDaAaB6a5346B5C41aA1e5e7,20000,1,493
0xFd28D67eD154B734257276e5d090721434bd51A4,150000,1,493
0x8980383869D1DB3812a101E7aE91d63ea5a96eDE,20000,1,493
